doc_name,page_num,sentence_num,sentence
Insomnia disorder  State of the science and challenges for the future,14,36,"Sleep Medicine Reviews, 23, 83-88. https://doi.org/10.1016/j.smrv.2015.02.003  Kyle, S. D., Espie, C. A., Gehrman, P., Ong, J., & Hames, B."
Insomnia disorder  State of the science and challenges for the future,14,37,(2014).
Insomnia disorder  State of the science and challenges for the future,14,38,Tailoring CBT for insomnia to specific needs: A personalised behavioural medi- cine approach.
Insomnia disorder  State of the science and challenges for the future,14,39,"In C. Bassetti, Z. Dogas, & P. Peigneux (Eds."
Insomnia disorder  State of the science and challenges for the future,14,40,"), European sleep medicine textbook."
Insomnia disorder  State of the science and challenges for the future,14,41,ESRS & Wiley.
Insomnia disorder  State of the science and challenges for the future,14,42,"Kyle, S. D., Hurry, M. E. D., Emsley, R., Marsden, A., Omlin, X., Juss, A., ... Sexton, C. E. (2020)."
Insomnia disorder  State of the science and challenges for the future,14,43,The effects of digital cognitive behavioral therapy for insomnia on cognitive function: A randomized controlled trial.
Insomnia disorder  State of the science and challenges for the future,14,44,"Sleep, 43(9), zsaa034."
Insomnia disorder  State of the science and challenges for the future,14,45,"https://doi.org/10.1093/sleep/zsaa034  Kyle, S. D., Madigan, C., Begum, N., Abel, L., Armstrong, S., Aveyard, P., ... Espie, C. A."
Insomnia disorder  State of the science and challenges for the future,14,46,(2020).
Insomnia disorder  State of the science and challenges for the future,14,47,"Primary care treatment of insomnia: Study protocol for a pragmatic, multicentre, randomised controlled trial comparing nurse-delivered sleep restriction therapy to sleep hygiene (the HABIT trial)."
Insomnia disorder  State of the science and challenges for the future,14,48,"BMJ Open, 10(3), e036248."
Insomnia disorder  State of the science and challenges for the future,14,49,"https://doi.org/10.1136/bmjopen- 2019-036248     oe ale 15 of 18  Kyle, S. D., Sexton, C. E., Feige, B., Luik, A. I, Lane, J., Saxena, R., ... Spiegelhalder, K. (2017)."
Insomnia disorder  State of the science and challenges for the future,14,50,Sleep and cognitive performance: Cross- sectional associations in the UK Biobank.
Insomnia disorder  State of the science and challenges for the future,14,51,"Sleep Medicine, 38, 85-91. https://doi.org/10.1016/j.sleep.2017.07.001  van de Laar, M., Verbeek, |., Pevernagie, D., Aldenkamp, A., & Overeem, S. (2010)."
Insomnia disorder  State of the science and challenges for the future,14,52,The role of personality traits in insomnia.
Insomnia disorder  State of the science and challenges for the future,14,53,"Sleep Medicine Reviews, 14(1), 61-68. https://doi.org/10.1016/j.smrv.2009.07.007  Lancee, J., van Straten, A., Morina, N., Kaldo, V., & Kamphuis, J. H. (2016)."
Insomnia disorder  State of the science and challenges for the future,14,54,Guided online or face-to-face cognitive behavioral treatment for insomnia: A randomized wait-list controlled trial.
Insomnia disorder  State of the science and challenges for the future,14,55,"Sleep, 39(1), 183- 191. https://doi.org/10.5665/sleep.5344  Lane, J. M., Jones, S. E., Dashti, H. S., Wood, A. R., Aragam, K. G., van Hees, V. T., ... Saxena, R. (2019)."
Insomnia disorder  State of the science and challenges for the future,14,56,Biological and clinical insights from genetics of insomnia symptoms.
Insomnia disorder  State of the science and challenges for the future,14,57,"Nature Genetics, 51(3), 387-393. https://doi.org/10.1038/s41588-019-0361-7  Leerssen, J., Lakbila-Kamal, O., Dekkers, L. M. S., Ikelaar, S. L. C., Albers, A. C. W., Blanken, T. F., ... Van Someren, E. J. W. (2021)."
Insomnia disorder  State of the science and challenges for the future,14,58,"Treating insomnia with high risk of depression using therapist-guided digital cognitive, behavioral, and circadian rhythm support interven- tions to prevent worsening of depressive symptoms: A randomized controlled trial."
Insomnia disorder  State of the science and challenges for the future,14,59,"Psychotherapy and Psychosomatics, 1-12. https://doi."
Insomnia disorder  State of the science and challenges for the future,14,60,"org/10.1159/000520282  Leger, D., Levy, E., & Paillard, M. (1999)."
Insomnia disorder  State of the science and challenges for the future,14,61,The direct costs of insomnia in France.
Insomnia disorder  State of the science and challenges for the future,14,62,"Sleep, 22, S394-S401."
Insomnia disorder  State of the science and challenges for the future,14,63,"Li, M., Zhang, X.-W., Hou, W.-S., & Tang, Z.-Y."
Insomnia disorder  State of the science and challenges for the future,14,64,(2014).
Insomnia disorder  State of the science and challenges for the future,14,65,Insomnia and risk of cardiovascular disease: A meta-analysis of cohort studies.
Insomnia disorder  State of the science and challenges for the future,14,66,"International Journal of Cardiology, 176(3), 1044-1047. https://doi.org/10.1016/j."
Insomnia disorder  State of the science and challenges for the future,14,67,"ijcard.2014.07.284  Luik, A."
Insomnia disorder  State of the science and challenges for the future,14,68,"|., Bostock, S., Chisnall, L., Kyle, S. D., Lidbetter, N., Baldwin, N., & Espie, C. A."
Insomnia disorder  State of the science and challenges for the future,14,69,(2017).
Insomnia disorder  State of the science and challenges for the future,14,70,Treating depression and anxiety with digital cogni- tive behavioural therapy for insomnia: A real world NHS evaluation using standardized outcome measures.
Insomnia disorder  State of the science and challenges for the future,14,71,"Behavioural and Cognitive Psy- chotherapy, 45(1), 91-96. https://doi.org/10.1017/ $1352465816000369  Luik, A."
Insomnia disorder  State of the science and challenges for the future,14,72,"|, Marsden, A., Emsley, R., Henry, A. L., Stott, R., Miller, C. B., & Espie, C. A."
Insomnia disorder  State of the science and challenges for the future,14,73,(2020).
Insomnia disorder  State of the science and challenges for the future,14,74,Long-term benefits of digital cognitive behavioural therapy for insomnia: Follow-up report from a randomized clinical trial.
Insomnia disorder  State of the science and challenges for the future,14,75,"Journal of Sleep Research, 29(4), 13018. https://doi.org/10.1111/jsr."
Insomnia disorder  State of the science and challenges for the future,14,76,"13018  Manber, R., Edinger, J. D., Gress, J. L., Pedro-Salcedo, M. G. S., Kuo, T. F., & Kalista, T. (2008)."
Insomnia disorder  State of the science and challenges for the future,14,77,Cognitive behavioral therapy for insom- nia enhances depression outcome in patients with comorbid major depressive disorder and insomnia.
Insomnia disorder  State of the science and challenges for the future,14,78,"Sleep, 31(4), 489-495. https://doi."
Insomnia disorder  State of the science and challenges for the future,14,79,"org/10.1093/sleep/31.4.489  Maurer, L. F., Espie, C. A., & Kyle, S. D. (2018)."
Insomnia disorder  State of the science and challenges for the future,14,80,How does sleep restriction therapy for insomnia work?
Insomnia disorder  State of the science and challenges for the future,14,81,A systematic review of mechanistic evi- dence and the introduction of the triple-R model.
Insomnia disorder  State of the science and challenges for the future,14,82,"Sleep Medicine Reviews, 42, 127-138. https://doi.org/10.1016/j.smrv.2018.07.005  Maurer, L. F., Espie, C. A., Omlin, X., Emsley, R., & Kyle, S. D. (2022)."
Insomnia disorder  State of the science and challenges for the future,14,83,The effect of sleep restriction therapy for insomnia on sleep pressure and arousal: A randomized controlled mechanistic trial.
Insomnia disorder  State of the science and challenges for the future,14,84,"Sleep, 45(1), zsab223."
Insomnia disorder  State of the science and challenges for the future,14,85,"https://doi.org/10.1093/sleep/zsab223  Maurer, L. F., Espie, C. A., Omlin, X., Reid, M. J., Sharman, R., Gavriloff, D., ... Kyle, S. D. (2020)."
Insomnia disorder  State of the science and challenges for the future,14,86,"Isolating the role of time in bed restriction in the treatment of insomnia: A randomized, controlled, dismantling trial comparing sleep restriction therapy with time in bed regularization."
Insomnia disorder  State of the science and challenges for the future,14,87,"Sleep, 43(11), zsaa096."
Insomnia disorder  State of the science and challenges for the future,14,88,"https://doi.org/10.1093/sleep/zsaa096  Maurer, L. F., Ftouni, S., Espie, C. A., Bisdounis, L., & Kyle, S. D. (2021)."
Insomnia disorder  State of the science and challenges for the future,14,89,The acute effects of sleep restriction therapy for insomnia on circadian timing and vigilance.
Insomnia disorder  State of the science and challenges for the future,14,90,"Journal of Sleep Research, 30(4), e13260."
Insomnia disorder  State of the science and challenges for the future,14,91,"https:// doi.org/10.1111/jsr.13260  Maurer, L. F., Schneider, J., Miller, C. B., Espie, C. A., & Kyle, S. D. (2021)."
Insomnia disorder  State of the science and challenges for the future,14,92,The clinical effects of sleep restriction therapy for insomnia: A meta- analysis of randomised controlled trials.
Insomnia disorder  State of the science and challenges for the future,14,93,"Sleep Medicine Reviews, 58, 101493. https://doi.org/10.1016/j.smrv.2021.101493        wos} PapHO[UMOG ""F “ZZOZ “698TSIEL     TO 1Mopywos: Kapa: Kreaqrjouruo/     & g E = g C 5 g a S 8 § 2 & 5 g &      puoo-pure-stua9} tu  8 g z E a s ."
Insomnia disorder  State of the science and challenges for the future,14,94,9 g i     asuaor7] Suouno aareax ajqvaydde oy) kq pousaro’ am
Insomnia disorder  State of the science and challenges for the future,15,0,RIEMANN er at.
Insomnia disorder  State of the science and challenges for the future,15,1,"160f18| FEREA RE SP ily  McCrae, C. S., McNamara, J. P. H., Rowe, M. A., Dzierzewski, J. M., Dirk, J., Marsiske, M., & Craggs, J. G. (2008)."
Insomnia disorder  State of the science and challenges for the future,15,2,Sleep and affect in older adults: Using multilevel modeling to examine daily associations.
Insomnia disorder  State of the science and challenges for the future,15,3,"Journal of Sleep Research, 17(1), 42-53. https://doi.org/10.1111/j.1365-2869."
Insomnia disorder  State of the science and challenges for the future,15,4,"2008.00621.x  Mikkelsen, K. B., Tabar, Y. R., Kappel, S. L., Christensen, C. B., Toft, H. O., Hemmsen, M. C., ... Kidmose, P. (2019)."
Insomnia disorder  State of the science and challenges for the future,15,5,Accurate whole-night sleep monitoring with dry-contact ear-EEG.
Insomnia disorder  State of the science and challenges for the future,15,6,"Scientific Reports, 9(1), 16824. https://doi.org/10.1038/s41598-019-53115-3  Morin, C. M. (2020)."
Insomnia disorder  State of the science and challenges for the future,15,7,Profile of somryst prescription digital therapeutic for chronic insomnia: Overview of safety and efficacy.
Insomnia disorder  State of the science and challenges for the future,15,8,"Expert Review Medi- cal Devices, 17, 1239-1248. https://doi.org/10.1080/17434440."
Insomnia disorder  State of the science and challenges for the future,15,9,"2020.1852929  Morin, C. M., Drake, C. L., Harvey, A. G., Krystal, A. D., Manber, R., Riemann, D., & Spiegelhalder, K. (2015)."
